SHIPMT_ID,ORIG_STATE,SCTG,SHIPMT_VALUE,SHIPMT_WGHT,EXPORT_CNTRY,WGT_FACTOR
436017,9,38,24924,36,O,286.1
436018,26,34,191,1,M,160.9
436052,13,35-38,1338418,133208,O,3.4
436056,26,37,125,3,O,6623.7
436067,12,7,10716,48708,O,113.2
436094,44,30,17373,155,O,36.3
436098,44,37,559,7,O,739.1
436125,12,40,363,55,O,200.2
436205,48,13,3254,201719,M,40.5
436206,18,40,10564,9062,C,372.2
436213,9,34,354,7,O,65.6
436224,28,13,7358,41842,O,53.5
436240,45,41,4051,55874,O,374.2
436259,27,33,79,2,C,116.5
436278,48,30,26769,49894,O,218.9
436285,17,7,17446,43614,C,146.3
436337,12,33,11,5,O,1627
436356,1,33,69350,129796,M,26.5
436365,36,38,3721,188,O,393.3
436374,23,21,265,2,O,112.3
436417,12,24,10,4,O,1194
436442,30,32,62891,38310,O,26.7
436541,55,24,3071,1144,C,133.5
436544,41,24,45082,33448,M,35.5
436552,48,24,61656,3254,O,155.3
436573,32,20,127278,15617,O,25.4
436574,12,35,33294,26,O,40.8
436607,9,35,683,7,O,304.9
436668,29,40,119,1,M,3430.4
436720,42,32,5511,132,O,57
436722,56,38,46,1,O,108.4
436821,39,35,9821,10,M,392.5
436889,27,26,3107,1813,C,378
436890,12,20,56014,44493,O,138.6
436912,17,35,21636,683,O,14.1
436942,55,33,3055,145,C,143.4
436950,29,35,2591,1710,O,40.3
437063,53,34,6085,98,O,30.7
437078,49,38,1324,3,C,42.8
437083,53,27,12103,40339,M,97.2
437096,17,24,8524,39348,O,118.3
437104,39,38,45409,47,C,99.9
437113,55,27,703,224,C,287.6
437132,6,35,12981,163,O,488.7
437134,48,34,3863,137,C,1993.8
437142,6,35,10845,8,O,5748
437183,53,35,15029,15,O,85
437184,26,36,13350,5838,M,599.4
437208,36,34,351732,12659,O,13.6
437251,6,35,45115,5,O,612.1
437272,6,6,16097,38451,O,340.6
437275,6,41,6908,40365,O,29.2
437297,6,32,12375,3038,O,311.8
437359,45,36,46471,3700,M,160.5
437420,1,37,56663,154,O,9.3
437483,42,20,3848,6564,O,328.8
437512,22,4,25197,50500,O,152.4
437539,36,35,252,1,O,66.8
437558,42,24,885,3,O,399.3
437575,6,41,2636,44677,O,472.2
437589,41,35,5422,3,O,18.9
437601,34,29,20,1,O,1332.6
437683,33,38,64729,358,O,24.7
437697,9,24,115500,5454,O,58.5
437736,12,34,698,53,O,191.5
437792,39,19,39459,18525,C,89.3
437795,48,23,10025,22785,M,122.2
437815,6,32,5222,1320,O,156
437891,6,7,11967,37572,O,254.4
437925,48,41,3725,43185,M,22.3
437981,39,27,7939,4183,C,362.7
438015,8,40,716,1,O,583
438037,34,33,566,2,O,229
438049,34,35,184361,12395,O,42
438110,37,39,29000,5606,O,27.3
438115,40,34,5965,6263,C,275
438193,26,36,35358,33868,C,116
438233,39,38,657585,10291,O,45.3
438278,25,35,3467,9,O,727.2
438296,47,23,8899,1323,C,542
438303,17,40,176,169,O,27.7
438307,17,5,57386,41788,C,142.9
438315,42,38,4106,175,O,2622.7
438381,6,41,2533,42224,O,472.6
438389,53,25-30,1166,9,O,82.6
438396,25,33,3790,7,O,460.6
438408,37,30,47421,37677,O,83.2
438427,53,32,748,40,O,67.1
438437,27,38,9777,4,O,22
438449,34,25-30,5197,331,O,114.9
438460,6,24,12,1,O,745.9
438464,45,38,15225,252,M,8
438524,1,31,11452,47717,M,63.1
438533,6,32,6098,386,M,155
438554,47,23,320,3,O,1432.8
438571,49,38,1846,2,O,79.1
438583,55,32,16819,37236,C,290.3
438604,27,38,138,1,O,81.5
438618,13,38,5422,35,C,1219.5
438646,6,38,182,1,C,144.3
438650,17,34,325,3,O,65.1
438670,18,34,941,51,O,73.7
438703,25,29,1065,17,O,106.8
438729,42,31,27824,44639,C,47.9
438733,13,24,1168,1077,C,25.4
438769,25,40,2576,213,C,134.7
438966,13,37,1952,11,O,704.8
438968,46,17,66376,176561,O,123.4
438990,36,38,3757,7,C,390.8
439054,39,35,336,17,C,32508.6
439096,6,35,1,2,O,5267.7
439136,37,35,993,24,O,180
439157,37,30,77821,20715,O,25.6
439192,8,35,183,1,C,8017.1
439201,2,4,38573,44152,O,85.6
439205,39,34,7414,7008,C,299.7
439304,25,34,7782,8,O,702.8
439329,5,35,253,5,C,897.4
439337,39,32,516939,25847,O,11.4
439384,27,32,17946,8397,C,33
439405,9,27,29670,8956,O,76.1
439440,12,35,941,4,O,470
439469,13,41,21567,61619,O,33.7
439482,19,34,14329,2142,C,50.9
439497,41,7,17134,12944,C,178.8
439503,53,36,1953,2615,C,534.9
439524,20,41,48199,39024,O,17.9
439547,37,23,2669,484,C,19911.7
439572,48,38,35601,188,O,133.3
439673,25,27,51403,34746,O,54.2
439700,44,5,256174,399720,O,29.9
439760,12,35,47,1,O,1040
439783,34,35,938,137,O,200.1
439791,18,36,22441,13402,C,1659.9
439808,6,35,2545,4,O,323
439847,28,41,31115,39387,O,71.7
439862,6,38,51,1,O,300.3
439886,25,35,10150,3,O,231.4
439905,47,24,21,2,O,82
439980,33,38,3016,15,O,18.9
439984,55,24,804,54,C,169.8
439985,32,40,954,3,O,224.2
439986,9,38,2992,62,O,19.9
440049,37,20,113737,2529,O,75
440072,6,35,1456,4,O,61.3
440091,6,40,5433,2,O,916.9
440140,17,23,17290,6398,M,452
440182,39,36,47403,4672,M,219.4
440229,6,35,1056,4,O,8.9
440298,1,30,49407,34586,O,25.4
440312,33,27,10139,36870,C,34.7
440322,34,34,705,5,C,48.2
440355,42,20,4976,588,C,39.7
440408,53,35,42835,20,O,166.7
440410,6,37,1518,2,O,102.9
440429,31,35,151,2,C,14831.9
440437,34,23,592,119,O,97.1
440480,42,41,33792,46290,O,48.5
440506,6,30,1873,1119,M,325.2
440529,48,34,4596,103,O,249.7
440535,36,30,537,229,M,46.4
440572,25,23,275,54,O,223.1
440574,37,30,458,1,C,348.5
440592,25,27,55146,7601,C,14.6
440654,27,34,580,12,C,1378.3
440667,47,34,1395,16,O,254.5
440700,39,34,31697,186,O,261.3
440748,12,35,9635,25,O,583
440767,18,34,93,91,C,11.6
440786,6,32,35786,47043,O,33.8
440891,51,20,791,133,C,55.8
440925,45,36,200839,10063,O,123.1
440938,39,33,218,2,O,105.9
440939,47,33,169,119,M,76
440955,20,35,9736,224,O,29.6
440977,27,40,69,1,C,168.1
440989,48,36,29795,11712,C,607.5
441009,17,41,101553,46371,O,34.4
441021,6,35,200,7,O,1478.4
441061,26,34,418,48,C,953.1
441095,6,35,714,44,M,854.7
441120,18,38,206,1,O,338.4
441141,12,24,291,36,O,250.6
441153,12,38,156916,2489,O,31.3
441156,17,35,493,4,O,15656.7
441157,27,24,366,15,O,144
441181,53,24,458,52,O,156.2
441237,27,38,9156,3,O,223.1
441265,4,35,334626,1274,O,96.7
441266,27,30,296,6,C,982.5
441275,55,23,45348,9180,M,22.7
441277,41,29,8,2,C,7215.3
441305,51,24,14474,13335,O,30.9
441327,25,31-34,958,9,C,50.6
441330,25,38,2843,35,O,211.9
441360,55,9-Jun,57474,167001,O,551.1
441381,22,32,47718,2736,O,339.6
441398,18,40,1694,551,C,469.2
441415,8,35,1,1,C,385.3
441424,9,35,12,1,C,94381.6
441458,26,33,3405,1659,M,95.1
441500,34,37,2802,3,C,148.9
441523,6,7,15819,46875,O,104.9
441564,20,37,38821,20,O,49.6
441596,34,24,53486,40199,C,685.1
441626,48,32,6806,5150,M,568.9
441628,36,23,5062,366,C,875
441637,28,30,30352,25293,O,279.3
441690,18,35,1613,477,M,197.2
441735,47,34,2380,20,O,79.9
441762,12,37,5071,4,O,127.3
441800,12,35,67349,2058,O,42.5
441830,42,35,778,78,O,236.1
441831,1,35,1789,22,C,10.6
441859,21,20,354603,32532,O,14.4
441882,39,34,1917,5,O,758.7
441973,6,35,49988,1099,C,210.4
441984,48,35,69457,22,O,694.4
442028,35,32,805,16,M,60.7
442029,48,32,32206,53676,O,63.6
442037,45,36,9042,4,O,157.8
442085,13,33,42623,2115,M,50.5
442099,48,37,113465,6212,M,633
442109,37,34,17351,119,O,232.2
442135,6,41,190990,980143,O,183
442136,53,29,10,1,M,16.9
442219,31,4,60727,43376,O,26.8
442221,34,21,239354,701,O,62.7
442232,48,33,60778,22122,O,443.4
442276,1,32,75301,164056,M,323
442290,35,40,21,2,O,156
442295,47,40,121,16,O,62.6
442308,42,25-30,4748,762,O,156.2
442343,50,40,16782,461,M,16
442361,26,34,27992,1122,O,265.4
442365,4,20,6694,3600,O,35.6
442371,33,24,435,12,C,257.8
442372,26,29,162,1,O,1878.2
442395,19,35,541,50,C,391.2
442410,26,35,9353,2,O,69.6
442442,36,34,4086,61,C,268.7
442470,41,29,37,5,O,60.9
442476,36,31,7814,39162,C,125.3
442492,12,36,353,7,O,192.9
442498,41,35,9868,4,O,317.2
442507,42,30,480172,45545,O,47.5
442597,6,35,1721,16,C,1736.5
442607,36,32,592,2,O,23.2
442638,6,38,4504,18,O,112.2
442643,53,7,14225,38757,O,271.5
442659,12,40,2219,11,C,59.3
442660,38,7,3464,49479,C,316.8
442773,18,31,23323,115,C,41.5
442774,13,32,1789,298,C,25
442785,6,40,20581,565,O,40
442787,33,27,10519,1971,O,44.3
442806,24,24,6920,80,O,216.2
442816,22,2,554219,3137826,O,18.4
442847,12,9-Jun,58648,16071,O,58.8
442887,6,31,6860,39280,O,15.4
442888,9,33,229,3,C,175.6
442932,27,38,888,7,C,73.3
442962,13,37,11928,22,C,234.9
442976,41,32,50277,38556,M,3.8
442983,55,23,11394,5426,O,47.9
443006,12,35,479,3,O,278.7
443027,28,27,18089,58787,O,78.8
443040,12,20,77214,34961,O,50.2
443051,6,36,635,156,M,34895.2
443096,26,31,5518,40606,O,165.1
443099,6,43,4115,1010,M,287.7
443116,42,35,44817,325,O,78.5
443119,12,33,16697,13967,O,45.4
443160,40,36,9339,7874,M,117.1
443166,33,24,3979,2692,C,190.9
443172,12,38,1779,20,O,324.3
443179,37,41,76562,49687,O,36.9
443185,22,19,47276,51721,M,31
443192,45,34,271,2,O,86.7
443210,26,23,27937,37189,O,84.5
443229,28,39,10119,229,C,2433.5
443231,1,36,21975,3936,C,4083.2
443252,48,20,23131,210588,C,2.1
443299,32,14,43949,72114,O,33.6
443309,48,34,174,1,O,1312.2
443330,12,38,408,1,O,449.2
443331,6,24,2718,2,C,340.2
443393,53,26,22751,52478,O,95.7
443401,31,20,1161,8,C,193.4
443429,44,34,14364,3581,O,250.8
443491,9,35,718,4,M,21.8
443522,32,23,2248,2798,C,17.7
443596,6,34,4,1,O,1779.3
443613,48,34,9936,1436,O,67.7
443615,25,35,465,1,C,888.1
443638,12,35,2612,11,O,1213
443662,34,35,28959,100,O,228.6
443679,12,35,401,50,O,32.1
443711,41,31,12258,5427,C,102.8
443759,39,24,1700,825,C,110.7
443761,9,23,13677,16894,C,32.6
443769,48,20,74759,46476,O,124.4
443969,25,27,22707,8198,O,151.5
443985,42,23,215,26,C,106
443993,12,35,182,3,O,1039.8
444046,12,7,1581,101,O,16.6
444052,36,34,4884,482,O,83.2
444068,6,37,272,2,O,164.5
444070,1,30,37637,26237,O,94.6
444081,6,37,1518,2,O,102.6
444140,49,31-34,132125,16756,O,19.1
444169,36,35,1881,5,O,425.2
444183,47,30,40025,22609,C,137.7
444209,29,32,40,27,C,1194.3
444304,33,29,108,5,O,50.3
444315,8,32,25506,27286,C,34
444323,53,41,3434,47365,O,241.5
444331,44,35,83,2,C,500.7
444362,6,37,228167,101,O,36.4
444389,26,34,26921,97,C,203.2
444397,8,29,15469,37482,M,28.9
444400,26,36,31447,12470,O,80.9
444443,12,5-Jan,21325,8896,O,222.7
444509,26,40,696,154,C,65.2
444544,31,35,46,2,C,45
444557,10,30,4590,1058,M,103.8
444558,8,29,33670,46689,M,44.8
444578,21,40,3499,457,O,223.9
444601,37,36,21225,8252,C,319.8
444620,39,36,36271,15773,C,428.2
444666,9,35,1092,99,O,65.3
444691,29,35,897,24,O,147.2
444697,48,20,80826,40846,O,151.5
444717,50,35,237432,2079,O,69.1
444845,38,2,5131,47888,C,15.8
444848,41,24,38475,27024,M,36.6
444921,24,35,18002,14,O,193.3
444939,39,32,173497,43851,C,17.9
444940,1,34,15960,864,O,41.4
444947,45,24,156171,33701,O,157.8
444977,48,20,10019,45543,C,18.7
445005,48,34,10988,83,O,39
445036,34,34,12453,30,O,56.8
445081,33,34,1057,20,C,46.4
445096,42,7,76192,95623,O,22.5
445100,6,23,1116,2,O,6722.4
445106,34,24,23785,52277,O,967.9
445110,17,35,730,8,M,48
445162,6,40,1561,47,O,5761.3
445178,36,21,183129,1749,C,28.5
445181,5,36,26024,14530,M,188.6
445244,39,34,9291,121,O,162.8
445287,39,5,40289,18313,O,20.8
445494,17,30,7807,824,O,63.1
445515,40,34,6349,1282,O,188.1
445526,36,31,57076,26853,O,11.7
445528,26,21,22397,149,O,224.6
445557,41,34,22,5,C,364.9
445563,25,31,7984,7,O,888.5
445582,49,40,2239,5,C,11
445622,20,20,126869,35783,O,16.6
445680,48,34,2088,9,O,46.1
445719,26,40,916,4977,C,93.8
445722,45,36,37383693,4228861,O,7.6
445745,37,27,55775,66036,O,134.1
445751,39,34,38828,770,O,157.8
445814,37,24,5228,2525,O,16.8
445815,19,34,27000,2858,O,18.6
445896,45,29,41,2,C,263.4
445911,53,34,2747,14,O,116.9
445946,48,38,136,1,O,207.3
445982,6,34,119189,12467,O,141.1
445996,25,20,21,2,C,92432.4
446129,8,34,2694,21,O,276
446144,25,35,179,6,C,736.5
446161,33,37,1332,5,C,131.6
446184,17,24,39744,18374,O,428.5
446200,50,27,10772,4457,C,24.8
446209,28,20,55855,32048,O,385.6
446214,8,37,4414,271,O,1713.4
446251,13,38,806,1,O,56.8
446268,51,41,74287,49333,O,61.1
446270,6,41,5113,48600,O,318.4
446274,21,24,627,121,C,148.5
446329,12,35,8525,121,O,178.1
446375,12,43,49882,33070,O,83.6
446394,45,35,607,4,O,20.4
446400,6,34,110624,1627,O,211.5
446411,13,38,1927,11,C,293.1
446434,36,30,50321,50956,O,665.1
446453,6,41,25416,42011,O,584.4
446458,49,24,949,30,C,155.8
446487,9,32,54797,24354,O,17.7
446505,25,40,366,14,C,1266.4
446512,8,35,1833,4,O,331.9
446539,42,38,1978,3,O,310.3
446574,18,36,12999,951,O,35.3
446581,47,24,13950,6071,C,39.7
446598,10,33,9359,643,O,58.6
446631,48,39,6388,4578,O,26.3
446690,12,36,1699,141,O,152.8
446720,49,35,1244,38,O,1738.6
446725,36,35,210,11,C,1104.3
446755,9,38,10713,824,O,57.3
446820,37,33,2080,10,O,2035.1
446847,19,31,10201,40115,C,79.5
446849,6,31,5422,16,C,26.4
446963,18,34,161414,15730,O,102.4
446980,35,35,82677,145,O,12.1
446989,42,7,3927,38288,C,588.4
447013,6,35,20,1,O,770.4
447087,21,30,92342,37870,O,14.1
447088,26,35,127463,5123,O,173.7
447094,45,23,110632,28261,O,112.7
447095,25,35,4888,38,O,201.2
447123,17,34,74170,9089,O,128.6
447142,9,35,1010,13,C,17.1
447230,22,23,70728,34423,M,134.6
447303,34,24,3272,618,C,33.1
447342,39,38,22709,507,C,100.8
447432,25,35,110,3,O,72.9
447461,1,30,180,126,O,1688.6
447495,26,36,6440,2552,M,9686
447523,45,20,293,9067,O,1124.4
447551,45,29,221,9,O,109391.2
447558,48,29,164,55,M,39.1
447565,12,37,160,1,O,154.9
447566,18,31,11101,52244,C,77.1
447580,39,31,900,223,C,223.9
447585,41,30,467,40,O,663.9
447651,53,30,161,2,C,1608.8
447664,40,20,22901,41638,C,14.5
447676,39,27,811,30,M,831.3
447683,42,32,5907,537,O,515.1
447685,34,23,48677,2433,C,286.4
447717,26,36,31133,4672,O,43.1
447728,27,38,441,1,O,424.3
447771,36,31,37827,1931,O,368.6
447799,53,3,27204,45228,O,64.2
447810,24,31-34,29077,3669,O,83.4
447828,12,35,2720,137,O,1769.2
447873,34,35,3904,20,O,1473.9
447947,47,21,28313,13983,O,7.7
447965,36,30,34654,1111,O,11810.6
447966,37,35,91203,17627,O,232.1
447999,6,33,7329,44413,C,27.1
448010,34,32,1577,206,O,2077.8
448016,55,27,27874,46493,O,44.1
448061,41,36,46,2,C,8802.5
448062,23,21,13735,4,O,111.6
448075,35,33,37798,31143,M,68.6
448124,51,30,1941,6,O,19.3
448245,6,24,10647,38313,O,64
448298,42,7,12,8,C,9.9
448323,21,24,75086,173891,C,102.5
448356,51,36,4454165,276728,O,2.6
448367,54,20,28900,8989,O,16
448369,34,24,142,85,O,1031.5
448379,12,40,352,55,O,193.8
448401,17,4,5354,52744,O,360.4
448406,48,34,81268,81,C,8.8
448424,49,13,18548,23783,O,55.8
448452,19,34,18573,846,O,1260.3
448469,53,26,86,7,C,1638.7
448485,41,23,29920,7948,C,31.8
448500,41,31,8183,52653,C,152.2
448562,6,38,5779,12,O,563.3
448573,9,7,136335,19789,O,20.1
448626,24,37,1374,7,O,108.3
448673,36,35,208,3,C,44
448699,15,30,434,68,O,69.5
448717,12,32,352,173,O,364
448730,26,39-99,68,5,O,1249.9
448734,12,35,1039,7,O,1301.9
448754,25,40,39698,18053,C,988.7
448873,19,24,559,177,O,931.1
448916,22,31,7261,10,O,103.8
448945,36,24,326,1,O,530.8
448967,36,40,589,27,C,140.5
448972,17,43,407,87,C,13430.3
449018,6,33,9625,164,O,82.5
449021,46,4,24636,220002,M,36.6
449036,47,32,26556,40383,O,47
449080,4,38,720951,113,O,18.3
449138,6,34,95,4,O,178.1
449145,41,24,9509,540,O,97.4
449156,27,20,137,2,O,2835.6
449166,12,36,1111,176,M,112.8
449170,1,32,14331,46877,M,1140.5
449188,12,35,46509,650,O,144.3
449189,37,40,3730,48,O,284.7
449218,39,38,6427,20,O,33
449238,53,26,6575,51938,O,160.5
449329,56,20,16905,236591,M,777.9
449339,12,37,9717,34,O,882.2
449362,12,35,3689,107,O,231.7
449446,12,35,33385,114,O,374.1
449448,6,35,108,2,O,9338.4
449473,49,35,16992,40,O,25.7
449571,17,33,25408,9535,C,560.3
449585,6,41,4765,49356,O,312.3
449597,48,24,4959,605,C,33.5
449663,17,23,4579,35728,C,240.8
449683,1,36,10531,820,O,1107
449721,51,30,8624,5025,O,208.6
449729,47,24,14,1,C,890.4
449804,51,13,6052,47795,O,15.2
449833,6,6,17770,11279,C,96.4
449836,51,24,4804,2166,M,84.2
449867,55,35,293,16,C,4022.8
449894,31,4,49877,45247,O,27
449895,36,36,14569,507,M,165.2
449934,37,32,137,23,O,34.4
449945,51,38,17328,43,O,54
449965,39,32,43051,27473,C,23.2
449966,36,40,891,4,O,701.2
449984,55,35,20991,262,O,265
449989,12,5,395,171,O,1875.4
449990,28,34,68716,11791,C,182.1
450002,36,33,4167,7,O,59.1
450019,51,38,1845,5,C,24.5
450065,17,35,2320,4,O,77.9
450070,6,38,108,1,O,8264
450071,18,38,288,5,C,1434.1
450084,42,26,28170,86677,O,47.3
450124,26,33,5619,608,M,135.4
450131,39,34,116,106,O,6447.9
450135,26,29,623,8,M,971.3
450158,13,13,9860,52589,O,19.6
450159,1,24,52169,34779,O,567.7
450196,42,19,35054,40376,O,101.3
450267,9,34,1225,1,O,1768.3
450273,48,29,603,390,O,20.8
450295,29,24,18034,9225,M,10.3
450340,12,40,54,22,O,81.7
450342,35,35,23691,39,O,12.1
450373,33,38,662,1,O,18
450439,29,33,15292,1933,C,118.5
450453,6,5,88476,124907,O,123.1
450454,27,34,942,65,C,153
450462,42,35,100221,50142,C,16.9
450515,1,31,20110,48575,O,7.4
450532,26,30,19166,228,O,17.8
450536,48,24,70718,190939,C,19.4
450579,6,38,4121,10,O,29.9
450585,29,24,518,16,M,115.1
450588,47,30,33429,22728,C,136.4
450591,45,32,2154,771,M,704.8
450600,1,37,8944,3,O,9.5
450730,51,41,10839,48770,O,18.4
450760,51,36,31331,4820,M,23.1
450776,6,20,143,8,O,1686.9
450778,13,30,44361,945,C,43.2
450797,42,38,7592,268,O,36
450844,48,35,979,3,M,55.8
450845,6,34,1532,416,O,1497.1
450873,34,32,163,2,M,558.4
450890,44,30,208,121,C,38.6
450907,12,34,239,1,O,151.3
450915,27,35,10868,5,C,48.7
450946,51,40,18664,725,O,69
450999,26,3,15916,86849,C,2847.5
451006,22,22,62554,211974,M,109.6
451044,36,32,4621,3883,O,149.1
451102,6,29,27,4,O,347.2
451114,27,35,31877,8,O,19.8
451147,45,27,819,387,C,15.3
451154,12,35,709,8,O,365.6
451198,32,35,121,1,C,28.6
451227,25,32,6315,47946,O,3
451279,55,29,57,16,C,204.5
451282,26,36,29192,37081,C,413.7
451309,39,34,944,217,C,57.6
451330,17,36,8446,1579,C,259.9
451336,48,19,1536,264,M,7484.8
451348,1,36,12454,820,O,1107.1
451351,6,3,138526,36441,O,11.9
451359,34,30,17270,38379,O,3.2
451407,55,30,160,2,O,14618.7
451439,45,23,20051,46337,O,8.6
451515,51,38,383,1,O,106.7
451535,12,23,3434,66,O,50.5
451544,36,32,6540,1166,O,270.4
451608,47,29,57,1,O,16
451624,40,29,17,13,C,161.4
451629,48,20,239,41,O,11.7
451636,47,36,4198,713,C,145.5
451644,13,37,1193,5,O,704.5
451690,36,7,14399,2006,O,331.4
451725,19,24,40984,1675,C,48.7
451735,42,35,8017,467,O,153.8
451741,30,40,495,2,O,33.5
451758,8,7,17502,5577,C,122.7
451764,21,40,258,1,O,288.1
451827,53,28,451,317,C,111.5
451829,41,35,18234,91,O,69.8
451830,48,29,1717,53,M,23.3
451857,48,35,769,1,O,5.9
451898,6,40,3344,12,O,798.3
451900,26,33,2846,244,M,153.4
451905,28,41,31339,39671,O,71.9
451928,19,20,106,1,O,9409.3
451967,34,38,28,1,O,744.2
452013,29,26,14366,29304,M,230.4
452019,12,24,54,7,O,966.3
452037,1,35,4562,1,O,1045.9
452055,2,5,127179,28558,O,193
452077,12,37,314,1,O,11719.1
452087,6,38,5963,4,O,5368.3
452088,17,35,16296,528,O,120.6
452135,6,37,646,2,O,303.5
452154,13,5,29238,52211,O,209.1
452161,48,38,2367,8,O,207.2
452175,48,27,10028,37686,M,326.4
452243,31,33,51370,40018,C,59
452254,51,32,50840,39470,M,19.5
452260,48,7,947382,2018848,O,12.8
452265,37,34,109260,14118,O,126.7
452273,36,35,4918,54,C,677.9
452279,45,31,272,3,O,96.4
452286,49,7,173526,6400,M,36.6
452298,42,14,4746,260,O,188.2
452323,48,43,95481,42584,M,46.5
452334,12,35,4,1,O,724.8
452380,39,40,66625,2991,O,9.8
452411,9,35,1004,8,O,34.9
452434,37,21,189386,558,O,37.1
452444,40,35,69232,24231,C,67.4
452450,6,35,5059,20,M,528.9
452492,39,32,32527,47505,C,58.5
452533,34,6,32645,10646,O,48.2
452540,42,35,70,1,O,246.4
452545,9,31,8439,4,O,45.8
452566,36,38,5484,234,O,397.3
452600,8,30,1251,18,C,54
452604,6,34,117945,18052,O,145.6
452637,37,27,7938,10504,O,150.1
452659,39,38,352,3,O,285.6
452706,17,37,1863,13,C,244.8
452727,12,5,20167,7481,O,35.8
452728,9,28,1330,8565,O,652.3
452785,36,32,2426,37327,C,48.4
452815,10,24,23444,359,C,203.8
452825,6,35,108,1,O,6453.7
452826,6,38,8128,2,O,33
452850,39,20,52222,1582,O,181.6
452854,37,5,33860,57420,O,148.7
452951,8,7,60174,47805,M,41.6
452958,26,26,21750,40294,O,39
452982,18,34,2195,101,O,117.5
452988,49,36,8922,5429,C,716.3
453102,47,23,46257,30731,O,62.8
453165,37,31,8575,47884,O,282
453186,34,23,6052,332,C,339.7
453247,19,34,197320,22181,C,251.3
453266,37,35,564,1,C,1124.5
453282,26,36,1952,185,C,315.2
453292,18,34,332128,19834,O,34.7
453307,13,34,16752,14,O,2587.3
453332,42,33,234460,37183,O,43.3
453354,34,32,542,27,M,559.2
453413,12,27,12281,46759,O,243.8
453421,51,29,26836,11224,C,19.2
453450,12,35,165700,1193,O,315.1
453465,26,34,102352,15083,O,40.4
453588,18,25-30,888,221,O,645
453592,18,35,2763,32,O,6028.3
453607,40,38,1344,1,O,17.2
453635,36,38,244,1,O,1324.7
453642,36,30,42593,4326,O,81.8
453646,48,35,1948,23,O,109.8
453649,49,34,48244,38999,M,28.8
453657,6,37,7915,3,O,88.9
453661,38,34,63353,20966,O,23.8
453705,55,7,29490,41200,O,3.5
453717,26,36,13628,6922,C,480.5
453720,33,38,199,9,O,33
453726,8,34,499,1,M,142.1
453744,13,30,5,4,O,4642.9
453751,8,38,55057,121,O,644.4
453757,21,36,1245,21,C,128
453781,39,34,126,49,C,307.2
453787,51,24,12190,6310,O,32
453826,12,34,46,1,O,141.1
453881,22,33,441,3,C,417.9
453886,6,35,855,9,O,703.7
453960,41,6,30173,18572,C,43.8
453969,48,33,42684,44154,C,27.5
453981,33,26,1049,66498,C,483.6
454045,19,23,89453,197210,O,34.1
454063,36,34,1838,22,O,18.3
454072,35,34,878,43,C,45.7
454076,19,34,1269,65,O,348.9
454088,24,43,3504,41,C,253.4
454114,48,40,6489,53,M,39.3
454184,13,30,9448,2511,C,2848.1
454210,12,35,9052,2606,O,1052.3
454218,48,2,34025,242318,M,74.6
454231,9,40,13172,2,M,152.9
454237,17,39,4348,243,C,68.3
454336,25,38,6105,24,O,338.6
454379,29,40,28910,16152,O,23.4
454408,48,33,531,159,M,418.7
454428,45,28,12422,40728,C,38.9
454447,53,41,30441,41138,O,633.4
454450,17,35,226,2,C,500.2
454474,48,35,658778,16480,M,314.4
454484,53,37,4349,10,C,403.6
454499,27,40,3575,178,C,460.5
454503,48,30,105488,6217,M,97.2
454523,27,24,56,16,O,16.6
454525,6,35,21498,501,O,39.7
454540,17,36,208,215,C,6594.4
454548,25,38,1095,387,O,84.5
454561,24,39,78610,42139,C,85.6
454730,24,30,64808,18569,O,32.5
454749,39,24,6429,1509,M,1037.4
454849,34,31,11063,12971,O,35.8
454866,39,39,4000,4330,C,740.2
454874,25,32,4081,22,O,131.3
454905,47,40,2464,27,O,63.4
454919,12,41,21734,38812,O,41.6
454922,4,24,9699,3400,O,102.3
455001,6,41,49555,41468,O,577
455196,45,29,5,1,O,107355.6
455218,6,28,34311,34149,M,32.6
455287,29,40,1482,13,O,334.1
455293,32,29,702,58,C,155.3
455302,39,38,3082,6,O,233.7
455319,53,11,799,54949,C,44.3
455341,49,38,3279,1,O,79.1
455360,36,20,118,1,O,191.3
455411,34,35,181,1,O,604.8
455424,45,35,176,8,O,70.4
455436,36,41,1814,11666,O,68.2
455500,25,20,217,1,O,2415
455502,41,4,6411,47440,O,46.7
455520,12,23,43671,3688,O,33.4
455587,12,40,2927,4,C,959.3
455592,17,34,919,11,O,1507.6
455634,45,20,26745,52065,O,166.3
455642,53,41,3870,48376,O,241.1
455655,46,35,7474,488,C,65.1
455680,9,7,100007,3943,O,20.6
455745,41,4,4945,48081,O,118.7
455803,53,26,195,22,C,559.1
455812,13,4,27585,37787,O,729.7
455815,39,24,334,18,M,1033.8
455820,55,24,36296,34052,M,38.2
455925,6,40,436,2,O,3706.9
455950,9,35,549,55,O,1018.1
455956,51,24,74102,2460,O,85.6
455984,13,7,980,916,O,208.3
455986,29,30,569,24,O,11.8
455990,42,32,1648,288,O,504.6
456048,6,37,1122,9,O,392.4
456104,25,35,346,3,O,4044.4
456152,26,23,7,1,O,108.6
456159,6,41,4445,49980,O,585.2
456193,55,34,35730,2150,C,328.6
456226,12,34,506,4,O,154.5
456230,18,36,49638,7785,O,20.5
456232,33,38,5322,35,O,49.2
456254,6,38,7034,2,O,112.6
456280,27,40,19960,2766,O,230.9
456298,18,34,530,97,O,430.3
456339,56,20,15343,214718,C,785.1
456341,27,39,54,54,C,341.2
